locus_tag,gene_name,ncrna,start,end,strand,read_count,ins_index,gene_length,ins_count,fcn
b1267,yciO,0,1324098,1324718,1,246,0.0250447227191413,621,14,putative RNA-binding protein YciO
b1268,yciQ,0,1324746,1326641,1,3150,0.0843585237258348,1896,144,DUF2207 domain-containing protein YciQ
b1269,rluB,0,1326852,1327727,1,925,0.0494296577946768,876,39,23S rRNA pseudouridine(2605) synthase
b1270,btuR,0,1327767,1328357,-1,482,0.0319548872180451,591,17,cobinamide/cobalamin adenosyltransferase
b1271,yciK,0,1328354,1329112,-1,664,0.0321637426900585,759,22,putative oxidoreductase
b1272,sohB,0,1329332,1330381,1,1335,0.0423280423280423,1050,40,S49 peptidase family protein
b1273,yciN,0,1330417,1330668,-1,431,0.0440528634361234,252,10,protein YciN
b1274,topA,0,1331048,1333645,1,177,0.00470286447199658,2598,11,DNA topoisomerase 1
b1275,cysB,0,1333855,1334829,1,61,0.020501138952164,975,18,DNA-binding transcriptional dual regulator CysB
b4522,ymiA,0,1335148,1335288,1,60,0.0551181102362205,141,7,uncharacterized protein YmiA
b4523,yciX,0,1335291,1335458,1,412,0.0723684210526316,168,11,uncharacterized protein YciX
b4741,ymiC,0,1335572,1335667,1,458,0.160919540229885,96,14,protein YmiC
b1276,acnA,0,1335831,1338506,1,2692,0.0410958904109589,2676,99,aconitate hydratase 1
b1277,ribA,0,1338570,1339160,-1,0,0,591,0,GTP cyclohydrolase 2
b1278,pgpB,0,1339330,1340094,1,703,0.0275761973875181,765,19,phosphatidylglycerophosphatase B
b1279,lapA,0,1340243,1340551,1,156,0.017921146953405,309,5,lipopolysaccharide assembly protein A
b1280,lapB,0,1340558,1341727,1,78,0.00759734093067426,1170,8,lipopolysaccharide assembly protein B
b1281,pyrF,0,1341921,1342658,1,310,0.0315789473684211,738,21,orotidine-5'-phosphate decarboxylase
b1282,yciH,0,1342658,1342984,1,1079,0.0711864406779661,327,21,putative translation factor
b1283,osmB,0,1343110,1343328,-1,219,0.0757575757575758,219,15,osmotically-inducible lipoprotein OsmB
b1284,yciT,0,1343597,1344346,-1,1288,0.0651851851851852,750,44,putative DNA-binding transcriptional regulator YciT
b4596,yciZ,0,1344436,1344609,-1,625,0.0955414012738854,174,15,UPF0509 protein YciZ
b4772,ymiD,0,1344647,1344775,1,59,0.0341880341880342,129,4,protein YmiD
b1285,pdeR,0,1344757,1346742,-1,1938,0.0441834451901566,1986,79,cyclic di-GMP phosphodiesterase PdeR
b4672,ymiB,0,1346796,1346900,1,0,0,105,0,putative protein YmiB
b1286,rnb,0,1346978,1348912,-1,948,0.0327210103329506,1935,57,RNase II
b1287,yciW,0,1348980,1350107,-1,1031,0.0403543307086614,1128,41,putative oxidoreductase
b1288,fabI,0,1350251,1351039,-1,0,0,789,0,enoyl-[acyl-carrier-protein] reductase
b1289,ycjD,0,1351407,1351760,-1,615,0.0344827586206897,354,11,DUF559 domain-containing protein YcjD
b1290,sapF,0,1351828,1352634,-1,279,0.0247592847317744,807,18,putrescine ABC exporter ATP binding protein SapF
b1291,sapD,0,1352636,1353628,-1,332,0.0246085011185682,993,22,putrescine ABC exporter ATP binding protein SapD
b1292,sapC,0,1353628,1354518,-1,438,0.0399002493765586,891,32,putrescine ABC exporter membrane protein SapC
b1293,sapB,0,1354505,1355470,-1,343,0.0333333333333333,966,29,putrescine ABC exporter membrane subunit SapB
b1294,sapA,0,1355467,1357110,-1,1117,0.0358108108108108,1644,53,putative periplasmic binding protein SapA
b1295,ymjA,0,1357423,1357668,-1,282,0.045045045045045,246,10,DUF2543 domain-containing protein YmjA
b1296,puuP,0,1357802,1359187,-1,1381,0.0360576923076923,1386,45,putrescine:H(+) symporter PuuP
b4742,ymjE,0,1359177,1359341,-1,383,0.10738255033557,165,16,protein YmjE
b1297,puuA,0,1359490,1360908,-1,2116,0.054773082942097,1419,70,glutamate-putrescine ligase
b1298,puuD,0,1361120,1361884,1,987,0.0537010159651669,765,37,gamma-glutamyl-gamma-aminobutyrate hydrolase
b1299,puuR,0,1361911,1362468,1,1082,0.0636182902584493,558,32,DNA-binding transcriptional repressor PuuR
b1300,puuC,0,1362743,1364230,1,1007,0.026865671641791,1488,36,gamma-glutamyl-gamma-aminobutyraldehyde dehydrogenase
b1301,puuB,0,1364232,1365512,1,1755,0.0485689505637468,1281,56,gamma-glutamylputrescine oxidase
b1302,puuE,0,1365550,1366815,1,1433,0.0385964912280702,1266,44,4-aminobutyrate aminotransferase PuuE
b1303,pspF,0,1366935,1367912,-1,826,0.0408626560726447,978,36,DNA-binding transcriptional dual regulator PspF
b1304,pspA,0,1368079,1368747,1,546,0.0248756218905473,669,15,phage shock protein A
b1305,pspB,0,1368801,1369025,1,176,0.0394088669950739,225,8,phage shock protein B
b1306,pspC,0,1369025,1369384,1,199,0.0277777777777778,360,9,phage shock protein C
b1307,pspD,0,1369393,1369614,1,195,0.04,222,8,phage shock protein D
b1308,pspE,0,1369689,1370003,1,1304,0.126760563380282,315,36,thiosulfate sulfurtransferase PspE
b1309,ycjM,0,1370216,1371895,1,629,0.0291005291005291,1680,44,glucosylglycerate phosphorylase
b1310,ycjN,0,1371909,1373201,1,2459,0.0790378006872852,1293,92,putative ABC transporter periplasmic binding protein YcjN
b1311,ycjO,0,1373222,1374103,1,1737,0.0667506297229219,882,53,putative ABC transporter membrane subunit YcjO
b1312,ycjP,0,1374090,1374932,1,1035,0.0447957839262187,843,34,putative ABC transporter membrane subunit YcjP
b1313,ycjQ,0,1374963,1376015,1,1052,0.0348101265822785,1053,33,D-guloside 3-dehydrogenase
b1314,ycjR,0,1376034,1376822,1,591,0.0281293952180028,789,20,3-dehydro-D-guloside 4-epimerase
b1315,ycjS,0,1376832,1377887,1,1174,0.0410094637223975,1056,39,D-glucoside 3-dehydrogenase
b1316,ycjT,0,1377884,1380151,1,2401,0.0421155729676787,2268,86,kojibiose phosphorylase
b1317,ycjU,0,1380148,1380807,1,939,0.0420875420875421,660,25,beta-phosphoglucomutase
b1318,ycjV,0,1380821,1381789,1,1517,0.0675830469644903,969,59,pseudogene
b4524,ymjB,0,1381789,1381902,1,46,0.0485436893203883,114,5,pseudogene
b1319,ompG,0,1381947,1382852,1,698,0.0490196078431373,906,40,outer membrane porin G
b1320,ycjW,0,1382963,1383961,-1,1232,0.0788888888888889,999,71,DNA-binding transcriptional repressor YcjW
b1321,ycjX,0,1384117,1385514,1,1707,0.0468625893566322,1398,59,DUF463 domain-containing protein YcjX
b1322,ycjF,0,1385511,1386572,1,1311,0.049163179916318,1062,47,DUF697 domain-containing inner membrane protein YcjF
b1323,tyrR,0,1386720,1388261,1,921,0.0288184438040346,1542,40,DNA-binding transcriptional dual regulator TyrR
b1324,tpx,0,1388305,1388811,-1,244,0.0328227571115974,507,15,lipid hydroperoxide peroxidase
b1325,ycjG,0,1388930,1389895,1,806,0.0333333333333333,966,29,L-Ala-D/L-Glu epimerase
b1326,mpaA,0,1389870,1390598,-1,598,0.0380517503805175,729,25,murein tripeptide amidase A
b4525,ymjC,0,1390680,1390862,-1,128,0.0242424242424242,183,4,putative uncharacterized protein YmjC
b4673,ymjD,0,1390868,1390933,-1,65,0.0333333333333333,66,2,uncharacterized protein YmjD
b1327,ycjY,0,1390933,1391853,-1,1857,0.0916767189384801,921,76,putative hydrolase YcjY
b1328,pgrR,0,1391991,1392890,1,1940,0.0987654320987654,900,80,DNA-binding transcriptional repressor PgrR
b1329,mppA,0,1393227,1394840,1,2341,0.0660701995870613,1614,96,murein tripeptide ABC transporter periplasmic binding protein
b1330,ynaI,0,1394891,1395922,-1,563,0.0365984930032293,1032,34,small conductance mechanosensitive channel YnaI
b1331,insH4,0,1396112,1397092,1,1714,0.315968289920725,981,279,IS5 transposase and trans-activator
b1332,ynaJ,0,1397365,1397622,1,452,0.0472103004291846,258,11,DUF2534 domain-containing protein YnaJ
b1333,uspE,0,1397672,1398622,-1,821,0.0338785046728972,951,29,universal stress protein E
b1334,fnr,0,1398774,1399526,-1,533,0.0368731563421829,753,25,DNA-binding transcriptional dual regulator FNR
b1335,ogt,0,1399721,1400236,-1,579,0.0365591397849462,516,17,methylated-DNA--[protein]-cysteine S-methyltransferase
b1336,abgT,0,1400247,1401773,-1,1381,0.0254545454545455,1527,35,p-aminobenzoyl glutamate:H(+) symporter
b1337,abgB,0,1401810,1403255,-1,1319,0.0299539170506912,1446,39,p-aminobenzoyl-glutamate hydrolase subunit B
b1338,abgA,0,1403255,1404565,-1,1286,0.0398305084745763,1311,47,p-aminobenzoyl-glutamate hydrolase subunit A
b1339,abgR,0,1404741,1405649,1,908,0.0451770451770452,909,37,putative LysR-type DNA-binding transcriptional regulator AbgR
b4426,mcaS,0,1405658,1405751,-1,328,0.105882352941176,94,9,
b1340,smrA,0,1405979,1406542,1,880,0.0492125984251969,564,25,DNA endonuclease SmrA
b1341,dgcM,0,1406563,1407795,-1,1073,0.0396396396396396,1233,44,diguanylate cyclase DgcM
b4773,ynaN,0,1407989,1408036,1,193,0.136363636363636,48,6,protein YnaN
b1342,zntB,0,1408050,1409033,1,1542,0.054176072234763,984,48,Zn(2(+)):H(+) symporter
b4699,fnrS,0,1409129,1409250,1,59,0.0545454545454545,122,6,
b4743,ynaL,0,1409308,1409481,1,44,0.00636942675159236,174,1,protein YnaL
b1343,dbpA,0,1409511,1410884,1,1046,0.0307194826192401,1374,38,ATP-dependent RNA helicase DbpA
b1344,ttcA,0,1411013,1411948,-1,981,0.036773428232503,936,31,tRNA cytosine(32) 2-sulfurtransferase TtcA
b1345,intR,0,1412000,1413235,-1,2203,0.050314465408805,1236,56,Rac prophage; putative integrase
b1346,xisR,0,1413237,1413452,-1,13,0.0102564102564103,216,2,Rac prophage; excisionase
b1347,rcbA,0,1413531,1413740,-1,0,0,210,0,Rac prophage; double-strand break reduction protein
b1348,ralR,0,1413733,1413927,-1,126,0.0340909090909091,195,6,Rac prophage; endodeoxyribonuclease toxin RalR
b1349,recT,0,1413984,1414793,-1,1954,0.0987654320987654,810,72,Rac prophage; recombinase RecT
b1350,recE,0,1414786,1417386,-1,2034,0.0303289192652713,2601,71,Rac prophage; exonuclease VIII, ds DNA exonuclease, 5' --> 3' specific
b1351,racC,0,1417488,1417763,-1,58,0.0200803212851406,276,5,Rac prophage; protein RacC
b4526,ydaE,0,1417838,1418008,-1,0,0,171,0,Rac prophage; zinc-binding protein
b1352,kilR,0,1418008,1418229,-1,40,0.005,222,1,Rac prophage; inhibitor of FtsZ
b1353,sieB,0,1418671,1419159,1,254,0.0272108843537415,489,12,Rac prophage; phage superinfection exclusion protein
b4527,ydaF,0,1419156,1419311,-1,411,0.113475177304965,156,16,Rac prophage; DUF1391 domain-containing protein YdaF
b1355,ydaG,0,1419322,1419456,-1,226,0.0655737704918033,135,8,Rac prophage; uncharacterized protein YdaG
b1356,racR,0,1419765,1420241,-1,32,0.00232558139534884,477,1,Rac prophage; DNA-binding transcriptional repressor RacR
b1357,ydaS,0,1420365,1420661,1,247,0.0149253731343284,297,4,Rac prophage; toxin YdaS
b1358,ydaT,0,1420684,1421106,1,242,0.0446194225721785,423,17,Rac prophage; protein YdaT
b1359,ydaU,0,1421119,1421976,1,781,0.036222509702458,858,28,Rac prophage; DUF1376 domain-containing protein YdaU
b1360,ydaV,0,1421983,1422729,1,550,0.0312035661218425,747,21,Rac prophage; putative ATP-binding protein YdaV
b1361,ydaW,0,1422752,1423312,1,297,0.0297029702970297,561,15,Rac prophage; putative uncharacterized protein YdaW
b1362,rzpR,0,1423345,1423644,1,986,0.17037037037037,300,46,pseudogene
b4528,rzoR,0,1423400,1423585,1,499,0.178571428571429,186,30,Rac prophage; putative prophage outer membrane lipoprotein RzoR
b1363,trkG,0,1423782,1425239,1,416,0.0144706778370145,1458,19,Rac prophage; K(+) transporter TrkG
b1365,ynaK,0,1425377,1425640,1,652,0.0966386554621849,264,23,Rac prophage; ParB-like nuclease domain-containing protein YnaK
b1366,ydaY,0,1425621,1425980,1,129,0.0246913580246914,360,8,Rac prophage; putative uncharacterized protein YdaY
b1368,ynaA,0,1426454,1427482,1,520,0.0355987055016181,1029,33,Rac prophage; putative prophage tail length tape measure domain-containing protein YnaA
b4570,lomR,0,1427389,1428984,1,950,0.0681976339596381,1596,98,pseudogene
b1370,insH5,0,1427746,1428726,-1,691,0.0973952434881087,981,86,Rac prophage; IS5 transposase and trans-activator
b1372,stfR,0,1429049,1432411,1,2693,0.03600925008259,3363,109,Rac prophage; putative prophage side tail fiber protein StfR
b1373,tfaR,0,1432411,1432986,1,169,0.0443159922928709,576,23,Rac prophage; putative tail fiber assembly protein TfaR
b1374,pinR,0,1433084,1433674,-1,106,0.0169172932330827,591,9,Rac prophage; putative site-specific recombinase
b1375,ynaE,0,1433991,1434224,-1,71,0.014218009478673,234,3,Rac prophage; uncharacterized protein YnaE
b4744,ynaM,0,1434293,1434406,-1,0,0,114,0,Rac prophage; protein YnaM
b4638,ttcC,0,1434958,1435008,-1,0,0,51,0,pseudogene
b1376,uspF,0,1435185,1435619,-1,462,0.0969387755102041,435,38,nucleotide binding filament protein
b1377,ompN,0,1435760,1436893,-1,750,0.0450538687561214,1134,46,outer membrane porin N
b4427,micC,0,1437121,1437231,1,30,0.05,111,5,
b1378,ydbK,0,1437260,1440784,-1,4581,0.0520012606366215,3525,165,putative pyruvate-flavodoxin oxidoreductase
b4529,ydbJ,0,1441058,1441324,1,481,0.0995850622406639,267,24,DUF333 domain-containing protein YdbJ
b1379,hslJ,0,1441321,1441743,-1,705,0.0498687664041995,423,19,lipoprotein implicated in Novobiocin resistance
b1380,ldhA,0,1441854,1442843,-1,1325,0.0493827160493827,990,44,D-lactate dehydrogenase
b1381,ydbH,0,1443051,1445690,1,4583,0.0538720538720539,2640,128,PF11739 family protein YdbH
b1382,ynbE,0,1445687,1445872,1,781,0.154761904761905,186,26,lipoprotein YnbE
b1383,ydbL,0,1445880,1446206,1,1108,0.11864406779661,327,35,DUF1318 domain-containing protein YdbL
b1384,feaR,0,1446378,1447283,-1,2180,0.110294117647059,906,90,DNA-binding transcriptional activator FeaR
b1385,feaB,0,1447519,1449018,1,2901,0.0711111111111111,1500,96,phenylacetaldehyde dehydrogenase
b1386,tynA,0,1449076,1451349,-1,2985,0.0542256961406937,2274,111,copper-containing amine oxidase
b1387,paaZ,0,1451597,1453642,-1,2805,0.0456026058631922,2046,84,fused 3-oxo-5,6-dehydrosuberyl-CoA semialdehyde dehydrogenase and oxepin-CoA hydrolase
b1388,paaA,0,1453927,1454856,1,1160,0.0489844683393071,930,41,phenylacetyl-CoA 1,2-epoxidase, monooxygenase subunit
b1389,paaB,0,1454868,1455155,1,57,0.00769230769230769,288,2,phenylacetyl-CoA 1,2-epoxidase subunit B
b1390,paaC,0,1455164,1455910,1,1255,0.0534918276374443,747,36,phenylacetyl-CoA 1,2-epoxidase, structural subunit
b1391,paaD,0,1455925,1456422,1,1306,0.0801781737193764,498,36,phenylacetate degradation protein
b1392,paaE,0,1456430,1457500,1,1291,0.0487551867219917,1071,47,phenylacetyl-CoA 1,2-epoxidase, reductase subunit
b1393,paaF,0,1457497,1458264,1,863,0.0419075144508671,768,29,putative 2,3-dehydroadipyl-CoA hydratase
b1394,paaG,0,1458264,1459052,1,1028,0.0534458509142053,789,38,putative ring 1,2-epoxyphenylacetyl-CoA isomerase (oxepin-CoA forming)
b1395,paaH,0,1459054,1460481,1,1607,0.0443234836702955,1428,57,3-hydroxyadipyl-CoA dehydrogenase
b1396,paaI,0,1460471,1460893,1,602,0.0551181102362205,423,21,phenylacetyl-CoA thioesterase
b1397,paaJ,0,1460893,1462098,1,1320,0.0349907918968692,1206,38,beta-ketoadipyl-CoA thiolase
b1398,paaK,0,1462125,1463438,1,2327,0.0549450549450549,1314,65,phenylacetate-CoA ligase
b1399,paaX,0,1463539,1464489,1,817,0.0432242990654206,951,37,DNA-binding transcriptional repressor PaaX
b1400,paaY,0,1464471,1465061,1,1941,0.0601503759398496,591,32,2-hydroxycyclohepta-1,4,6-triene-1-carboxyl-CoA thioesterase
b4674,ynbG,0,1465165,1465230,-1,0,0,66,0,uncharacterized protein YnbG
b4492,ydbA,0,1465392,1474013,1,18821,0.149742268041237,8622,1162,pseudogene
b1402,insD2,0,1467921,1468826,-1,2422,0.300245098039216,906,245,IS2 insertion element protein InsB
b1403,insC2,0,1468784,1469149,-1,1116,0.339393939393939,366,112,IS2 insertion element repressor InsA
b1404,insI2,0,1469358,1470509,1,2487,0.164898746383799,1152,171,IS30 transposase
b1406,pdxI,0,1474221,1475081,1,1382,0.0658064516129032,861,51,pyridoxine 4-dehydrogenase
b1407,ydbD,0,1475144,1477450,1,865,0.0365912373615792,2307,76,DUF2773 domain-containing protein YdbD
b1408,ynbA,0,1477621,1478226,1,256,0.032967032967033,606,18,CDP-alcohol phosphatidyltransferase domain-containing protein YnbA
b1409,ynbB,0,1478226,1479122,1,87,0.00742574257425743,897,6,putative CDP-diglyceride synthase
b1410,ynbC,0,1479138,1480895,1,2470,0.0720151610865445,1758,114,hydrolase/methyltransferase domain-containing protein YnbC
b1411,ynbD,0,1480909,1482201,1,1518,0.0567010309278351,1293,66,phosphatase domain-containing protein YnbD
b1412,azoR,0,1482255,1482860,-1,630,0.0311355311355311,606,17,FMN dependent NADH:quinone oxidoreductase
b1413,hrpA,0,1483061,1486963,1,3456,0.031312268716197,3903,110,ATP-dependent RNA helicase HrpA
b1414,ydcF,0,1487235,1488035,1,1266,0.0638002773925104,801,46,DUF218 domain-containing protein YdcF
b1415,aldA,0,1488232,1489671,1,2105,0.0501543209876543,1440,65,aldehyde dehydrogenase A
b4493,gapC,0,1489713,1490713,-1,1422,0.0599334073251942,1001,54,pseudogene
b1418,cybB,0,1490902,1491432,1,948,0.0920502092050209,531,44,superoxide oxidase
b4597,rydC,0,1491442,1491506,-1,45,0.0508474576271186,65,3,
b1419,ydcA,0,1491677,1491850,1,1363,0.121019108280255,174,19,protein YdcA
b4774,yncP,0,1491876,1491944,1,211,0.0476190476190476,69,3,protein YncP
b4428,hokB,0,1491922,1492071,-1,624,0.118518518518519,150,16,toxin HokB
b1420,mokB,0,1491962,1492129,-1,374,0.0723684210526316,168,11,putative regulatory protein MokB
b4429,sokB,0,1492119,1492174,1,98,0.0392156862745098,56,2,
b1421,trg,0,1492470,1494110,1,2972,0.0663507109004739,1641,98,methyl-accepting chemotaxis protein Trg
b1422,ydcI,0,1494148,1495071,-1,1117,0.0360576923076923,924,30,DNA-binding transcriptional dual regulator YdcI
b1423,ydcJ,0,1495288,1496631,1,1178,0.0347107438016529,1344,42,DUF1338 domain-containing protein YdcJ
b1424,opgD,0,1496856,1498511,1,2450,0.0489604292421194,1656,73,glucan biosynthesis protein D
b1426,ydcH,0,1498651,1498875,1,233,0.0492610837438424,225,10,protein YdcH
b1427,rimL,0,1498938,1499477,1,657,0.0617283950617284,540,30,ribosomal-protein-L12-serine N-acetyltransferase
b1428,ydcK,0,1499469,1500449,-1,1343,0.0600226500566251,981,53,putative enzyme YdcK
b1429,tehA,0,1500573,1501565,1,1448,0.0559284116331096,993,50,tellurite resistance protein
b1430,tehB,0,1501562,1502155,1,778,0.0803738317757009,594,43,tellurite methyltransferase
b1431,ydcL,0,1502457,1503125,1,1454,0.087893864013267,669,53,DUF3313 domain-containing lipoprotein YdcL
b4578,yncK,0,1503218,1503649,-1,572,0.0565552699228792,432,22,pseudogene
b1432,insQ,0,1503717,1504865,1,1172,0.0405797101449275,1149,42,putative insertion element transposase InsQ
b1433,ydcO,0,1504905,1506080,-1,570,0.016052880075543,1176,17,putative transport protein YdcO
b1434,sutR,0,1506172,1506708,1,513,0.0351239669421488,537,17,DNA-binding transcriptional dual regulator SutR
b1435,rlhA,0,1506781,1508742,1,2269,0.0379388448471121,1962,67,23S rRNA 5-hydroxycytidine C2501 synthase
b1436,yncJ,0,1508834,1509064,-1,52,0.0240384615384615,231,5,protein YncJ
b4532,hicA,0,1509286,1509462,1,103,0.05,177,8,toxin of the HicA-HicB toxin-antitoxin system
b1438,hicB,0,1509508,1509924,1,383,0.050531914893617,417,19,antitoxin of the HicA-HicB toxin-antitoxin system/ DNA-binding transcriptional repressor HicB
b1439,ydcR,0,1510003,1511409,1,1192,0.0339384372533544,1407,43,fused putative DNA-binding transcriptional regulator/putative aminotransferase YdcR
b1440,ydcS,0,1511654,1512799,1,1221,0.0474806201550388,1146,49,putative ABC transporter periplasmic binding protein/polyhydroxybutyrate synthase
b1441,ydcT,0,1512817,1513830,1,1081,0.0481927710843374,1014,44,putative ABC transporter ATP-binding protein YdcT
b1442,ydcU,0,1513831,1514772,1,738,0.0412735849056604,942,35,putative ABC transporter membrane subunit YdcU
b1443,ydcV,0,1514762,1515556,1,645,0.0251396648044693,795,18,putative ABC transporter membrane subunit YdcV
b1444,patD,0,1515578,1517002,1,1621,0.0498830865159782,1425,64,gamma-aminobutyraldehyde dehydrogenase
b4598,yncL,0,1517099,1517194,-1,110,0.0574712643678161,96,5,uncharacterized protein YncL
b1445,ortT,0,1517389,1517562,1,72,0.0254777070063694,174,4,orphan toxin OrtT
b1446,ydcY,0,1517648,1517881,1,208,0.033175355450237,234,7,DUF2526 domain-containing protein YdcY
