seqid	start	end	strand	gene	locus_tag
CP000031.2	3165882	3167372	-	gatA	SPO2969
CP000031.2	3167376	3167663	-	gatC	SPO2970
CP000031.2	3167740	3168891	-		SPO2971
CP000031.2	3169007	3169489	-		SPO2972
CP000031.2	3170868	3171302	-		SPO2973a
CP000031.2	3171753	3173039	-		SPO2974
CP000031.2	3173113	3173760	-		SPO2975
CP000031.2	3173818	3174510	+		SPO2976
CP000031.2	3174601	3175590	+		SPO2977
CP000031.2	3175587	3176546	+		SPO2978
CP000031.2	3176646	3177095	-		SPO2979
CP000031.2	3177092	3178108	-		SPO2980
CP000031.2	3178250	3180010	-		SPO2981
CP000031.2	3180074	3180547	-		SPO2982
CP000031.2	3180549	3181028	-		SPO2983
CP000031.2	3181090	3182253	+		SPO2984
CP000031.2	3182430	3183329	+		SPO2985
CP000031.2	3183355	3184545	+		SPO2986
CP000031.2	3184550	3185512	+		SPO2987
CP000031.2	3185540	3186655	+		SPO2988
CP000031.2	3186719	3187207	+		SPO2989
CP000031.2	3187211	3188338	+		SPO2990
CP000031.2	3188453	3188872	-		SPO3904
CP000031.2	3189013	3189681	+		SPO2991
CP000031.2	3189692	3190129	+	dtd	SPO2992
CP000031.2	3190126	3191232	+		SPO2993
CP000031.2	3191277	3193277	+		SPO2994
CP000031.2	3193310	3194986	+		SPO2995
CP000031.2	3195006	3195962	+		SPO2996
CP000031.2	3195959	3196774	+		SPO2997
CP000031.2	3196771	3198408	+		SPO2998
CP000031.2	3198454	3199704	-		SPO2999
CP000031.2	3199820	3200755	+		SPO3000
CP000031.2	3200814	3201371	+		SPO3001
CP000031.2	3201374	3202297	-		SPO3002
CP000031.2	3202315	3204204	-		SPO3003
CP000031.2	3204430	3204858	-		SPO3004
CP000031.2	3204925	3206856	-		SPO3005
CP000031.2	3206885	3206959	-		SPO_tRNA-Gly-6
CP000031.2	3207059	3207145	-		SPO_tRNA-Leu-5
CP000031.2	3207372	3207950	-		SPO3008
CP000031.2	3207963	3208451	-	putR	SPO3009
CP000031.2	3208556	3211960	+	putA	SPO3010
CP000031.2	3212084	3212827	+		SPO3011
CP000031.2	3212898	3213683	-		SPO3012
CP000031.2	3213858	3214898	+		SPO3013
CP000031.2	3215134	3215493	+		SPO3014
CP000031.2	3215536	3216441	-	metR	SPO3015
CP000031.2	3216491	3217414	+	metF	SPO3016
CP000031.2	3217476	3217961	+		SPO3017
CP000031.2	3218165	3219244	-		SPO3018
CP000031.2	3219219	3221510	-		SPO3019
CP000031.2	3221648	3223285	-		SPO3020
CP000031.2	3223309	3224277	+		SPO3021
CP000031.2	3224636	3227698	+		SPO3022
CP000031.2	3227724	3228110	+		SPO3023
CP000031.2	3228183	3229580	+		SPO3024
CP000031.2	3229754	3230536	-		SPO3025
CP000031.2	3230610	3231785	-		SPO3026
CP000031.2	3231737	3232879	+		SPO3027
CP000031.2	3232903	3233109	+		SPO3028
CP000031.2	3233117	3234325	-		SPO3029
CP000031.2	3234420	3236390	+		SPO3030
CP000031.2	3236468	3237100	-	eda-1	SPO3031
CP000031.2	3237104	3238909	-	edd	SPO3032
CP000031.2	3238912	3240363	-	zwf-2	SPO3033
CP000031.2	3241130	3243373	-		SPO3034
CP000031.2	3243421	3244659	-		SPO3035
CP000031.2	3245167	3247227	-		SPO3036
CP000031.2	3247804	3248613	+		SPO3037
CP000031.2	3248601	3251297	-		SPO3038
CP000031.2	3251294	3252037	-		SPO3039
CP000031.2	3252206	3253039	+		SPO3040
CP000031.2	3253043	3253822	+		SPO3041
CP000031.2	3253812	3254699	+		SPO3042
CP000031.2	3254712	3255461	+	glnQ	SPO3043
CP000031.2	3255580	3256584	+		SPO3044
CP000031.2	3256587	3257390	-		SPO3045
CP000031.2	3257436	3259523	-		SPO3046
CP000031.2	3259535	3260740	-		SPO3047
CP000031.2	3260753	3261892	-		SPO3048
CP000031.2	3261910	3263580	-		SPO3049
CP000031.2	3263844	3263936	-		SPO3050
CP000031.2	3264043	3264681	-		SPO3051
CP000031.2	3264683	3265108	-		SPO3052
CP000031.2	3265160	3265660	-		SPO3053
CP000031.2	3265725	3266486	-		SPO3054
CP000031.2	3266536	3267024	-		SPO3055
CP000031.2	3267108	3267713	+		SPO3056
CP000031.2	3267713	3268351	+		SPO3057
CP000031.2	3268480	3270114	-		SPO3058
CP000031.2	3270275	3270856	+		SPO3059
CP000031.2	3270933	3271805	+	mtaP	SPO3060
CP000031.2	3273085	3273558	+		SPO3062
CP000031.2	3273589	3274248	+		SPO3063
CP000031.2	3274245	3274478	-		SPO3064
CP000031.2	3274477	3274644	+		SPO3065
CP000031.2	3274760	3275299	+	apt	SPO3066
CP000031.2	3275369	3276781	-		SPO3067
CP000031.2	3276820	3277668	-		SPO3068
CP000031.2	3277747	3278331	-		SPO3069
CP000031.2	3278331	3279593	-		SPO3070
CP000031.2	3279590	3280981	-	thrC	SPO3071
CP000031.2	3280987	3281658	-		SPO3072
CP000031.2	3281844	3282659	-	ctaE	SPO3073
CP000031.2	3282682	3283257	-	ctaG	SPO3074
CP000031.2	3283421	3284377	-	cyoE	SPO3075
CP000031.2	3284465	3285301	-	ctaC	SPO3076
CP000031.2	3285479	3286900	+		SPO3077
CP000031.2	3287125	3288273	+		SPO3078
CP000031.2	3288437	3291079	+	topA	SPO3079
CP000031.2	3291101	3291682	-		SPO3080
CP000031.2	3291750	3292175	+		SPO3081
CP000031.2	3292308	3293012	+	dxnG	SPO3082
CP000031.2	3293016	3293642	+	dxnH	SPO3083
CP000031.2	3293696	3294634	-		SPO3084
CP000031.2	3294896	3295084	+		SPO3085
CP000031.2	3295499	3296416	+		SPO3086
CP000031.2	3296591	3298018	+		SPO3087
CP000031.2	3298026	3298661	+		SPO3088
CP000031.2	3298845	3300083	+		SPO3089
CP000031.2	3300108	3301547	+		SPO3090
CP000031.2	3301559	3302527	+		SPO3091
CP000031.2	3302538	3303518	+		SPO3092
CP000031.2	3303523	3304113	+		SPO3093
CP000031.2	3304143	3304991	+		SPO3094
CP000031.2	3304996	3305541	+		SPO3095
CP000031.2	3305579	3306967	+		SPO3096
CP000031.2	3306964	3307773	+	mmsB-2	SPO3097
CP000031.2	3307855	3310263	+		SPO3098
CP000031.2	3310305	3310967	+		SPO3099
CP000031.2	3310964	3311707	-		SPO3100
CP000031.2	3311969	3312859	-		SPO3101
CP000031.2	3312923	3313228	-		SPO3102
CP000031.2	3313288	3314964	-	fhs-2	SPO3103
CP000031.2	3315131	3315709	-		SPO3104
CP000031.2	3315823	3317742	-	ftsH	SPO3105
CP000031.2	3317815	3319074	-		SPO3106
CP000031.2	3319065	3319880	-		SPO3107
CP000031.2	3319885	3320430	-	pal	SPO3108
CP000031.2	3320483	3321802	-		SPO3109
CP000031.2	3321799	3322941	-		SPO3110
CP000031.2	3322951	3323430	-		SPO3111
CP000031.2	3323434	3324129	-	tolQ	SPO3112
CP000031.2	3324237	3324620	-		SPO3113
CP000031.2	3324617	3325243	-		SPO3114
CP000031.2	3325423	3326448	-	ruvB	SPO3115
CP000031.2	3326495	3327169	-	ruvA	SPO3116
CP000031.2	3327166	3327663	-	ruvC	SPO3117
CP000031.2	3327995	3328213	+		SPO3118
CP000031.2	3328296	3328652	-		SPO3119
CP000031.2	3328740	3329618	-		SPO3120
CP000031.2	3329618	3331012	-		SPO3121
CP000031.2	3331017	3332249	-		SPO3122
CP000031.2	3332419	3333483	+		SPO3123
CP000031.2	3333555	3333974	+		SPO3124
CP000031.2	3333990	3334508	+		SPO3125
CP000031.2	3334505	3335251	+		SPO3126
CP000031.2	3335401	3337611	-	priA	SPO3127
CP000031.2	3337730	3338383	+	fsaB	SPO3128
CP000031.2	3338605	3339312	+		SPO3129
CP000031.2	3339309	3340229	+	xerC	SPO3130
CP000031.2	3340301	3341008	+	pcs	SPO3131
CP000031.2	3340974	3341597	-		SPO3132
CP000031.2	3341594	3342052	-		SPO3133
CP000031.2	3342121	3342573	-	ogt	SPO3134
CP000031.2	3342713	3343675	-		SPO3135
CP000031.2	3343677	3346589	-	ileS	SPO3136
CP000031.2	3346815	3347402	+		SPO3137
CP000031.2	3347422	3348132	-		SPO3138
CP000031.2	3348258	3348665	+		SPO3139
CP000031.2	3348760	3349770	-		SPO3140
CP000031.2	3349755	3350195	-		SPO3141
CP000031.2	3350192	3351607	-		SPO3142
CP000031.2	3351839	3352627	+	truA	SPO3143
CP000031.2	3352582	3353289	-		SPO3144
CP000031.2	3353372	3354388	+		SPO3145
CP000031.2	3354391	3355386	+		SPO3146
CP000031.2	3355489	3356409	+	ppaC	SPO3147
CP000031.2	3356464	3357159	-		SPO3148
CP000031.2	3357279	3357737	-		SPO3149
CP000031.2	3357790	3358707	+		SPO3150
CP000031.2	3358788	3359663	+		SPO3151
CP000031.2	3359715	3360209	+		SPO3152
CP000031.2	3360450	3362141	+		SPO3153
CP000031.2	3362238	3363170	+	ribF	SPO3154
CP000031.2	3363167	3363637	+		SPO3155
CP000031.2	3363637	3364674	+		SPO3156
CP000031.2	3364763	3365581	-		SPO3157
CP000031.2	3365578	3366180	-	nahD	SPO3158
CP000031.2	3366288	3367307	+	prs	SPO3159
CP000031.2	3367390	3367758	-		SPO3160
CP000031.2	3367869	3368279	-	atpC	SPO3161
CP000031.2	3368292	3369716	-	atpD	SPO3162
CP000031.2	3369736	3370611	-	atpG	SPO3163
CP000031.2	3370624	3372162	-	atpA	SPO3164
CP000031.2	3372163	3372723	-	atpH	SPO3165
CP000031.2	3373130	3374077	+		SPO3166
CP000031.2	3374086	3374838	-		SPO3167
CP000031.2	3374899	3375666	+		SPO3168
CP000031.2	3375841	3378168	+	clpA	SPO3169
CP000031.2	3378387	3379127	+		SPO3170
CP000031.2	3379130	3381430	-		SPO3171
CP000031.2	3381434	3382615	-		SPO3172
CP000031.2	3382686	3383219	-		SPO3173
CP000031.2	3383228	3384283	+		SPO3174
CP000031.2	3384299	3385159	-		SPO3175
CP000031.2	3385156	3386079	-		SPO3176
CP000031.2	3386076	3387191	-	hisC	SPO3177
CP000031.2	3387228	3388643	-		SPO3178
CP000031.2	3388749	3389207	+		SPO3179
CP000031.2	3389204	3389653	-	rpiB	SPO3180
CP000031.2	3389781	3390401	-	rpsD	SPO3181
CP000031.2	3390603	3391667	-		SPO3182
CP000031.2	3391906	3393939	+		SPO3183
CP000031.2	3393936	3394643	-		SPO3184
CP000031.2	3394732	3396135	+		SPO3185
CP000031.2	3396225	3398060	-	opuD	SPO3186
CP000031.2	3398168	3399181	-	comC	SPO3187
CP000031.2	3399194	3399826	-		SPO3188
CP000031.2	3399823	3401511	-		SPO3189
CP000031.2	3401517	3402497	-		SPO3190
CP000031.2	3402494	3403945	-		SPO3191
CP000031.2	3404048	3404920	+		SPO3192
CP000031.2	3404924	3405355	-		SPO3193
CP000031.2	3405487	3407769	+		SPO3194
CP000031.2	3408045	3409139	+		SPO3195
CP000031.2	3409224	3409949	+		SPO3196
CP000031.2	3409933	3410328	-		SPO3197
CP000031.2	3410337	3411014	-	rnc	SPO3198
CP000031.2	3411011	3411850	-	lepB	SPO3199
CP000031.2	3411884	3412330	-	acpS	SPO3200
CP000031.2	3412395	3413141	-	pdxJ	SPO3201
CP000031.2	3413177	3413833	-		SPO3202
CP000031.2	3413865	3415997	-		SPO3203
CP000031.2	3416026	3416379	-	rpoZ	SPO3204
CP000031.2	3416471	3417037	-	folK	SPO3205
CP000031.2	3417176	3417748	+		SPO3206
CP000031.2	3417941	3418891	+	ispH	SPO3207
CP000031.2	3418888	3419517	+		SPO3208
CP000031.2	3419584	3420198	+		SPO3209
CP000031.2	3420195	3420647	+		SPO3210
CP000031.2	3420620	3421237	+		SPO3211
CP000031.2	3421230	3421697	+	rnhA	SPO3212
CP000031.2	3421694	3422323	+		SPO3213
CP000031.2	3422390	3422629	-		SPO3214
CP000031.2	3422631	3422873	-		SPO3215
CP000031.2	3422881	3423786	-	fmt	SPO3216
CP000031.2	3423791	3424288	-	def-1	SPO3217
CP000031.2	3424285	3424782	-	def-2	SPO3218
CP000031.2	3424779	3425297	-	def-3	SPO3219
CP000031.2	3425397	3426569	+		SPO3220
CP000031.2	3426641	3426991	-		SPO3221
CP000031.2	3427194	3428183	+		SPO3222
CP000031.2	3428165	3428527	-		SPO3223
CP000031.2	3428713	3429702	+	cobC	SPO3224
CP000031.2	3429699	3430619	+	cobD	SPO3225
CP000031.2	3430651	3431814	+		SPO3226
CP000031.2	3431824	3432186	-		SPO3227
CP000031.2	3432243	3435698	-		SPO3228
CP000031.2	3435827	3436243	-		SPO3229
CP000031.2	3436263	3437471	-		SPO3230
CP000031.2	3437625	3438395	+	pdhR	SPO3231
CP000031.2	3438395	3438883	+		SPO3232
CP000031.2	3438993	3439565	-	atpF	SPO3233
CP000031.2	3439571	3440116	-		SPO3234
CP000031.2	3440203	3440427	-	atpE	SPO3235
CP000031.2	3440504	3441274	-	atpB	SPO3236
CP000031.2	3441277	3441630	-	atpI	SPO3237
CP000031.2	3441852	3442193	+		SPO3238
CP000031.2	3442203	3443102	-		SPO3239
CP000031.2	3443090	3443968	-		SPO3240
CP000031.2	3444131	3444877	+		SPO3241
CP000031.2	3444927	3445490	-		SPO3242
CP000031.2	3445786	3446838	+	nadA	SPO3243
CP000031.2	3446846	3448396	+		SPO3244
CP000031.2	3448411	3449259	+	nadC	SPO3245
CP000031.2	3449526	3451058	+	ffh	SPO3246
CP000031.2	3451060	3451602	+		SPO3247
CP000031.2	3451599	3452135	+		SPO3248
CP000031.2	3452132	3452641	+		SPO3249
CP000031.2	3452638	3453156	+		SPO3250
CP000031.2	3453153	3453755	+		SPO3251
CP000031.2	3453760	3454056	+		SPO3252
CP000031.2	3454121	3454486	+	rpsP	SPO3253
CP000031.2	3454498	3455133	+	bluB	SPO3254
CP000031.2	3455280	3455783	+	rimM	SPO3255
CP000031.2	3456320	3456541	-	rpmE	SPO3256
CP000031.2	3456553	3456936	-	rplS	SPO3257
CP000031.2	3457338	3458147	+		SPO3258
CP000031.2	3458258	3458989	+	trmD	SPO3259
CP000031.2	3459022	3459804	+		SPO3260
CP000031.2	3459927	3460595	-		SPO3261
CP000031.2	3460695	3461153	+		SPO3262
CP000031.2	3461159	3461611	+		SPO3263
CP000031.2	3461949	3462025	-		SPO_tRNA-Met-3
CP000031.2	3462068	3462185	-	rrfE	SPO_Sp5SE
CP000031.2	3462389	3465283	-	rrlB	SPO_Sp23SB
CP000031.2	3465733	3465808	-		SPO_tRNA-Ala-2
CP000031.2	3465882	3465958	-		SPO_tRNA-Ile-2
CP000031.2	3466174	3467628	-	rrsB	SPO_Sp16SB
CP000031.2	3468355	3468951	-		SPO3270
CP000031.2	3468955	3469854	-		SPO3271
CP000031.2	3469961	3471547	-		SPO3272
CP000031.2	3471513	3472064	+		SPO3273
CP000031.2	3472118	3472558	+		SPO3274
CP000031.2	3472562	3473257	-		SPO3275
CP000031.2	3473440	3476058	-	clpB	SPO3276
CP000031.2	3476262	3476534	+		SPO3277
CP000031.2	3476654	3477376	+	pyrF	SPO3278
CP000031.2	3477702	3478151	-		SPO3279
CP000031.2	3478220	3479482	+		SPO3280
CP000031.2	3479531	3480028	+		SPO3281
CP000031.2	3480045	3480905	-		SPO3282
CP000031.2	3481056	3481130	+		SPO_tRNA-Val-4
CP000031.2	3481196	3481333	+	rpmJ	SPO3284
CP000031.2	3481439	3483043	+		SPO3285
CP000031.2	3483229	3484836	+	atsA	SPO3286
CP000031.2	3484901	3485950	+		SPO3287
CP000031.2	3486028	3487725	-		SPO3288
CP000031.2	3487869	3489086	-		SPO3289
CP000031.2	3489101	3489937	-		SPO3290
CP000031.2	3490048	3491331	-		SPO3291
CP000031.2	3491414	3492490	-		SPO3292
CP000031.2	3492494	3492751	-		SPO3293
CP000031.2	3492830	3493816	-		SPO3294
CP000031.2	3493858	3494742	-		SPO3295
CP000031.2	3494770	3496743	-		SPO3296
CP000031.2	3497064	3498962	+		SPO3297
CP000031.2	3498959	3499666	+		SPO3298
CP000031.2	3499653	3500237	-		SPO3299
CP000031.2	3500351	3500743	+		SPO3300
CP000031.2	3500753	3501619	-		SPO3301
CP000031.2	3501637	3502005	+		SPO3302
CP000031.2	3502015	3502710	-		SPO3303
CP000031.2	3502810	3503994	-		SPO3304
CP000031.2	3504158	3504808	+		SPO3305
CP000031.2	3504818	3505432	+		SPO3306
CP000031.2	3505447	3506499	+	lkr	SPO3307
CP000031.2	3506496	3506747	+		SPO3308
CP000031.2	3506761	3507903	+		SPO3309
CP000031.2	3508014	3508331	-		SPO3310
CP000031.2	3508494	3509567	+		SPO3311
CP000031.2	3509564	3510331	+		SPO3312
CP000031.2	3510355	3510924	-		SPO3313
CP000031.2	3511103	3512935	+	ilvD	SPO3314
CP000031.2	3513085	3514014	-		SPO3315
CP000031.2	3514115	3515083	+		SPO3316
CP000031.2	3515104	3515523	-		SPO3316a
CP000031.2	3515657	3516214	+		SPO3317
CP000031.2	3516230	3517048	-		SPO3318
CP000031.2	3517196	3518773	+		SPO3319
CP000031.2	3518855	3519499	-		SPO3320
CP000031.2	3519510	3519776	-		SPO3321
CP000031.2	3519778	3521127	-		SPO3322
CP000031.2	3521988	3523925	-		SPO3323
CP000031.2	3523993	3525114	-		SPO3324
CP000031.2	3525529	3526608	-		SPO3325
CP000031.2	3526798	3527139	+		SPO3326
CP000031.2	3527200	3528417	-		SPO3327
CP000031.2	3528637	3530148	+	gabD-2	SPO3328
CP000031.2	3530155	3530556	-		SPO3329
CP000031.2	3530656	3532914	-	rnr	SPO3330
CP000031.2	3532946	3533557	-		SPO3331
CP000031.2	3533567	3534709	-	dapE	SPO3332
CP000031.2	3535003	3536589	+		SPO3333
CP000031.2	3536516	3537685	+		SPO3334
CP000031.2	3537824	3538909	+		SPO3335
CP000031.2	3538916	3539257	-		SPO3336
CP000031.2	3539331	3540158	-	dapD	SPO3337
CP000031.2	3540255	3541211	-	bioB	SPO3338
CP000031.2	3541204	3541791	-		SPO3339
CP000031.2	3541915	3542514	-		SPO3340
CP000031.2	3542560	3543480	-		SPO3341
CP000031.2	3543536	3544411	+		SPO3342
CP000031.2	3544427	3544699	-		SPO3343
CP000031.2	3544904	3545989	+		SPO3344
CP000031.2	3545992	3546417	-		SPO3345
CP000031.2	3546455	3547636	-		SPO3346
CP000031.2	3547806	3548192	-		SPO3347
CP000031.2	3548228	3548767	-		SPO3348
CP000031.2	3548949	3549947	+		SPO3349
CP000031.2	3549954	3550268	-		SPO3350
CP000031.2	3550305	3550739	-		SPO3351
CP000031.2	3550727	3551074	-		SPO3352
CP000031.2	3551100	3552008	-	serB-2	SPO3353
CP000031.2	3552341	3553522	+		SPO3354
CP000031.2	3553610	3555205	+	serA	SPO3355
CP000031.2	3555258	3555641	-		SPO3356
CP000031.2	3555747	3556742	+		SPO3357
CP000031.2	3556739	3557473	+		SPO3358
CP000031.2	3557546	3558589	-	tdh	SPO3359
CP000031.2	3558589	3559773	-	kbl	SPO3360
CP000031.2	3559869	3561107	-		SPO3361
CP000031.2	3561165	3563030	-	mutL	SPO3362
CP000031.2	3563299	3564228	-	sitD	SPO3363
CP000031.2	3564225	3565430	-	sitC	SPO3364
CP000031.2	3565435	3566238	-	sitB	SPO3365
CP000031.2	3566242	3567195	-	sitA	SPO3366
CP000031.2	3567395	3568384	+	deoC	SPO3367
CP000031.2	3568471	3570804	+		SPO3368
CP000031.2	3570832	3571644	+		SPO3369
CP000031.2	3571742	3573052	-		SPO3370
CP000031.2	3573049	3574398	-		SPO3371
CP000031.2	3574471	3575043	-		SPO3372
CP000031.2	3575040	3575513	-	lspA	SPO3373
CP000031.2	3575513	3577102	-	purH	SPO3374
CP000031.2	3577125	3578846	-		SPO3375
CP000031.2	3578934	3580205	-		SPO3376
CP000031.2	3580300	3580482	+		SPO3377
CP000031.2	3580570	3581742	+		SPO3378
CP000031.2	3581739	3582581	-		SPO3379
CP000031.2	3582703	3583839	+		SPO3380
CP000031.2	3583836	3584426	+		SPO3381
CP000031.2	3584579	3586018	-		SPO3382
CP000031.2	3586240	3586893	+		SPO3383
CP000031.2	3586948	3587604	+		SPO3384
CP000031.2	3587612	3588433	-		SPO3385
CP000031.2	3588472	3588954	-		SPO3386
CP000031.2	3588941	3590332	-		SPO3387
CP000031.2	3590390	3591013	-		SPO3388
CP000031.2	3591253	3593397	-	pnp	SPO3389
CP000031.2	3593610	3594134	-		SPO3390
CP000031.2	3594302	3595147	+		SPO3391
CP000031.2	3595230	3595877	-	rluA	SPO3392
CP000031.2	3595981	3596391	+		SPO3393
CP000031.2	3596424	3597125	+		SPO3394
CP000031.2	3597083	3597982	-	rarD-2	SPO3395
CP000031.2	3598186	3600636	-		SPO3396
CP000031.2	3600724	3601692	-		SPO3397
CP000031.2	3601720	3602616	-		SPO3398
CP000031.2	3602613	3603680	-		SPO3399
CP000031.2	3603677	3606124	-		SPO3400
CP000031.2	3606134	3606505	-		SPO3401
CP000031.2	3606509	3607132	-		SPO3402
CP000031.2	3607143	3607712	-		SPO3403
CP000031.2	3607930	3608202	+		SPO3404
CP000031.2	3608179	3608631	-		SPO3405
CP000031.2	3608702	3609298	-		SPO3406
CP000031.2	3609398	3609763	+		SPO3407
CP000031.2	3609804	3610976	-		SPO3408
CP000031.2	3611075	3611413	+		SPO3409
CP000031.2	3611436	3611885	+		SPO3410
CP000031.2	3612872	3614449	+		SPO3411
CP000031.2	3614471	3614803	-		SPO3412
CP000031.2	3614882	3615763	+		SPO3413
CP000031.2	3615825	3616415	+		SPO3414
CP000031.2	3616438	3617034	-		SPO3415
CP000031.2	3617073	3620069	-		SPO3416
CP000031.2	3620084	3621265	-		SPO3417
CP000031.2	3621374	3622702	-		SPO3418
CP000031.2	3622751	3624013	+		SPO3419
CP000031.2	3624048	3624815	-		SPO3420
CP000031.2	3624808	3624996	-		SPO3421
CP000031.2	3624993	3625637	-		SPO3422
CP000031.2	3625665	3626579	-		SPO3423
CP000031.2	3626662	3628332	-		SPO3424
CP000031.2	3628501	3629289	-		SPO3425
CP000031.2	3629488	3630174	-		SPO3426
CP000031.2	3630341	3631432	+	ribBA	SPO3427
CP000031.2	3631429	3631929	+		SPO3428
CP000031.2	3631913	3632611	-		SPO3429
CP000031.2	3632680	3633693	-		SPO3430
CP000031.2	3633971	3634477	+		SPO3431
CP000031.2	3634554	3637112	+	leuS	SPO3432
CP000031.2	3637099	3637590	+		SPO3433
CP000031.2	3637587	3638615	+		SPO3434
CP000031.2	3638697	3639290	+		SPO3435
CP000031.2	3639260	3640459	-		SPO3436
CP000031.2	3640456	3641817	-		SPO3437
CP000031.2	3641832	3642164	+		SPO3438
CP000031.2	3642261	3642869	-		SPO3439
CP000031.2	3642866	3643618	-		SPO3440
CP000031.2	3643750	3645276	+		SPO3441
CP000031.2	3645343	3646749	+		SPO3442
CP000031.2	3646736	3647539	+		SPO3443
CP000031.2	3647707	3648936	+		SPO3444
CP000031.2	3648923	3649924	+	lpxK	SPO3445
CP000031.2	3649927	3650595	-		SPO3446
CP000031.2	3650610	3651116	-		SPO3447
CP000031.2	3651198	3652253	+	mutY	SPO3448
CP000031.2	3652314	3653447	+		SPO3449
CP000031.2	3653454	3654830	-		SPO3450
CP000031.2	3654991	3656094	-		SPO3451
CP000031.2	3656201	3656905	-	rnhB	SPO3452
CP000031.2	3656916	3657392	-		SPO3452a
CP000031.2	3657410	3657859	+		SPO3453
CP000031.2	3657831	3658532	+		SPO3454
CP000031.2	3658912	3660489	+		SPO3455
CP000031.2	3660503	3661300	-		SPO3456
CP000031.2	3661297	3661701	-		SPO3457
CP000031.2	3661698	3662075	-		SPO3458
CP000031.2	3662142	3663368	-		SPO3459
CP000031.2	3663579	3663938	-		SPO3460
CP000031.2	3663928	3664215	-		SPO3461
CP000031.2	3664293	3666770	+		SPO3462
CP000031.2	3666774	3667442	+	flgD	SPO3463
CP000031.2	3667507	3668376	+		SPO3464
CP000031.2	3668381	3669685	-		SPO3465
CP000031.2	3669685	3670500	-	potI	SPO3466
CP000031.2	3670497	3671414	-	potH	SPO3467
CP000031.2	3671378	3672505	-	potG	SPO3468
CP000031.2	3672587	3673672	-	potF	SPO3469
CP000031.2	3673819	3674499	+		SPO3470
CP000031.2	3674576	3675970	+		SPO3471
CP000031.2	3676157	3677275	+		SPO3472
CP000031.2	3677391	3678464	+		SPO3473
CP000031.2	3678535	3679818	+		SPO3474
CP000031.2	3679825	3680745	+		SPO3475
CP000031.2	3680830	3681177	-		SPO3476
CP000031.2	3681213	3681935	-		SPO3477
CP000031.2	3682017	3683465	+	glcD	SPO3478
CP000031.2	3683531	3684619	+	glcE	SPO3479
CP000031.2	3684623	3685945	+	glcF	SPO3480
CP000031.2	3686005	3687207	-		SPO3481
CP000031.2	3687290	3688195	+		SPO3482
CP000031.2	3688192	3689010	+		SPO3483
CP000031.2	3689137	3689607	+		SPO3484
CP000031.2	3689749	3690141	-		SPO3485
CP000031.2	3690138	3690836	-		SPO3486
CP000031.2	3690920	3691609	+		SPO3487
CP000031.2	3691674	3692945	+		SPO3488
CP000031.2	3693080	3695476	+	pheT	SPO3489
CP000031.2	3695531	3696415	-		SPO3490
CP000031.2	3696500	3697132	+		SPO3491
CP000031.2	3697143	3697649	+		SPO3492
CP000031.2	3697724	3698881	+		SPO3493
CP000031.2	3698888	3699589	-		SPO3494
CP000031.2	3699879	3700310	+	mscL	SPO3495
CP000031.2	3700398	3701204	+		SPO3496
CP000031.2	3701365	3701441	+		SPO_tRNA-Met-4
CP000031.2	3701726	3702901	-	tuf-2	SPO3498
CP000031.2	3702947	3703456	-		SPO3498a
CP000031.2	3703458	3705575	-	fusA	SPO3499
CP000031.2	3705594	3706064	-	rpsG	SPO3500
CP000031.2	3706080	3706451	-	rpsL	SPO3501
CP000031.2	3706782	3707603	+		SPO3502
CP000031.2	3707606	3708421	+		SPO3503
CP000031.2	3708404	3709339	-		SPO3504
CP000031.2	3709391	3710599	-		SPO3505
CP000031.2	3710603	3711172	-		SPO3506
CP000031.2	3711268	3715509	-	rpoC	SPO3507
CP000031.2	3715817	3719953	-	rpoB	SPO3508
CP000031.2	3720247	3720624	-	rplL	SPO3509
CP000031.2	3720704	3721252	-	rplJ	SPO3510
CP000031.2	3721514	3722440	-		SPO3511
CP000031.2	3722611	3723462	+		SPO3512
CP000031.2	3723553	3724251	-	rplA	SPO3513
CP000031.2	3724253	3724678	-	rplK	SPO3514
CP000031.2	3724909	3726063	+		SPO3515
CP000031.2	3726038	3726571	-	nusG	SPO3516
CP000031.2	3726774	3726971	-	secE	SPO3517
CP000031.2	3727030	3727452	-		SPO3518
CP000031.2	3727500	3727658	-	ccoS	SPO3519
CP000031.2	3727663	3729840	-		SPO3520
CP000031.2	3729845	3730303	-		SPO3521
CP000031.2	3730306	3731733	-		SPO3522
CP000031.2	3732117	3732983	-	ccoP-1	SPO3523
CP000031.2	3732980	3733216	-	ccoQ-1	SPO3524
CP000031.2	3733227	3733955	-	ccoO-1	SPO3525
CP000031.2	3733970	3735577	-	ccoN-1	SPO3526
CP000031.2	3735769	3736608	+		SPO3527
CP000031.2	3736668	3736922	-		SPO3528
CP000031.2	3736979	3738274	-	glyA-3	SPO3529
CP000031.2	3738400	3739272	+		SPO3530
CP000031.2	3739346	3740089	-	fnrL	SPO3531
CP000031.2	3740154	3741509	+	hemN	SPO3532
CP000031.2	3741689	3743695	+		SPO3533
CP000031.2	3743770	3745350	-	yejF	SPO3534
CP000031.2	3745347	3746453	-	yejE	SPO3535
CP000031.2	3746457	3747548	-	yejB	SPO3536
CP000031.2	3747558	3749498	-	yejA	SPO3537
CP000031.2	3749641	3750147	-	cycM	SPO3538
CP000031.2	3750246	3751100	+		SPO3539
CP000031.2	3751139	3751600	-		SPO3540
CP000031.2	3751639	3752622	-		SPO3541
