Gene Name	Accession-1	Left-End-Position	Right-End-Position	Product
yggE	BW25113_RS15185	3060699	3061439	DUF541 domain-containing protein YggE
yhcN	BW25113_RS16785	3378897	3379160	DUF1471 domain-containing stress-induced protein YhcN
glgB	BW25113_RS17775	3564676	3566862	1,4-alpha-glucan branching enzyme
ydaE	BW25113_RS07100	1412095	1412265	Rac prophage; zinc-binding protein
mmuM	BW25113_RS01335	272426	273358	CP4-6 prophage; homocysteine <i>S</i>-methyltransferase
mnaT	BW25113_RS07605	1512585	1513103	L-amino acid N-acyltransferase
pepQ	BW25113_RS19960	4024521	4025852	Xaa-Pro dipeptidase
eutS	BW25113_RS12835	2568829	2569164	putative ethanolamine catabolic microcompartment shell protein EutS
rpsD	BW25113_RS17090	3434414	3435034	30S ribosomal protein S4
rbfA	BW25113_RS16420	3306136	3306537	30S ribosome binding factor
hscA	BW25113_RS13175	2650444	2652294	iron-sulfur cluster biosynthesis chaperone HscA
ypfG	BW25113_RS12855	2575093	2576136	DUF1176 domain-containing protein YpfG
yhhZ	BW25113_RS17820	3575223	3576401	putative endonuclease YhhZ
ynfT	BW25113_RS25615	1627147	1627260	Qin prophage; protein YnfT
allA	BW25113_RS02600	527907	528389	ureidoglycolate lyase
yaaJ	BW25113_RS00040	6529	7959	putative transporter YaaJ
yceJ	BW25113_RS05510	1113936	1114502	putative cytochrome b561 YceJ
BW25113_RS18205	BW25113_RS18205	3652254	3652532	hypothetical protein
BW25113_RS17825	BW25113_RS17825	3576398	3576814	YrhA family protein
BW25113_RS01100	BW25113_RS01100	235233	235589	hypothetical protein
mutM	BW25113_RS18875	3803703	3804512	DNA-formamidopyrimidine glycosylase
ymfH	BW25113_RS25530	1196525	1196836	e14 prophage; putative protein YmfH
syd	BW25113_RS14530	2918094	2918639	SecY-interacting protein
napB	BW25113_RS11495	2291748	2292197	periplasmic nitrate reductase cytochrome c<SUB>550</SUB> protein
yciK	BW25113_RS06620	1322611	1323369	putative oxidoreductase
msrA	BW25113_RS21920	4431355	4431993	methionine sulfoxide reductase A
purH	BW25113_RS20785	4195871	4197460	bifunctional AICAR transformylase/IMP cyclohydrolase
hypE	BW25113_RS14210	2846613	2847623	carbamoyl dehydratase HypE
lolB	BW25113_RS06295	1258333	1258956	outer membrane lipoprotein LolB
yfeS	BW25113_RS12625	2531108	2531842	PF05406 family protein YfeS
tauD	BW25113_RS01900	383251	384102	taurine dioxygenase
ytcA	BW25113_RS21205	4293945	4294220	putative lipoprotein YtcA
galP	BW25113_RS15285	3081643	3083037	galactose:H<sup>+</sup> symporter
accB	BW25113_RS16880	3398795	3399265	biotin carboxyl carrier protein
fre	BW25113_RS19945	4019887	4020588	NAD(P)H-flavin reductase
xanQ	BW25113_RS14985	3017710	3019110	xanthine:H+ symporter XanQ
dcd	BW25113_RS10780	2135115	2135696	dCTP deaminase
pyrL	BW25113_RS22050	4462216	4462350	<i>pyrBI</i> operon leader peptide
cspF	BW25113_RS08170	1636112	1636324	Qin prophage; cold shock-like protein CspF
ycaI	BW25113_RS04735	959776	962040	metallo-&beta;-lactamase superfamily inner membrane protein YcaI
cpoB	BW25113_RS03850	775054	775845	cell division coordinator CpoB
yiaL	BW25113_RS18565	3737103	3737570	DUF386 domain-containing protein YiaL
fhuB	BW25113_RS00770	167949	169931	iron(III) hydroxamate ABC transporter membrane subunit
tauC	BW25113_RS01895	382427	383254	taurine ABC transporter membrane subunit
uspF	BW25113_RS07220	1429442	1429876	universal stress protein F
yehD	BW25113_RS11010	2185159	2185701	putative fimbrial protein YehD
rplQ	BW25113_RS17080	3432975	3433358	50S ribosomal protein L17
sad	BW25113_RS07995	1607572	1608960	succinate semialdehyde dehydrogenase (NAD(P)<sup>+</sup>) Sad
ypeA	BW25113_RS12695	2545072	2545497	putative acetyltransferase YpeA
entB	BW25113_RS03095	623150	624007	enterobactin synthase component B
dkgA	BW25113_RS15640	3149982	3150809	methylglyoxal reductase DkgA
ftsL	BW25113_RS00415	87519	87884	cell division protein FtsL
dmsC	BW25113_RS04650	939489	940352	dimethyl sulfoxide reductase subunit C
mdtL	BW25113_RS19290	3884975	3886150	efflux pump MdtL
letB	BW25113_RS09610	1911767	1914400	lipophilic envelope spanning tunnel
sapB	BW25113_RS06775	1348762	1349727	putrescine ABC exporter membrane subunit SapB
ribE	BW25113_RS02150	430103	430573	6,7-dimethyl-8-ribityllumazine synthase
pdxH	BW25113_RS08575	1711608	1712264	pyridoxine/pyridoxamine 5'-phosphate oxidase
ybjQ	BW25113_RS04495	900049	900372	putative heavy metal binding protein YbjQ
hisD	BW25113_RS10555	2084578	2085882	histidinal/histidinol dehydrogenase
mnmG	BW25113_RS19445	3917104	3918993	5-carboxymethylaminomethyluridine-tRNA synthase subunit MnmG
pdeK	BW25113_RS18295	3676990	3678978	c-di-GMP phosphodiesterase PdeK
rarD	BW25113_RS19830	3996648	3997538	putative transporter RarD
asnC	BW25113_RS19455	3919905	3920363	DNA-binding transcriptional dual regulator AsnC
dcuR	BW25113_RS21425	4339132	4339851	DNA-binding transcriptional activator DcuR
yedJ	BW25113_RS10250	2025865	2026560	putative HD superfamily phosphohydrolase YedJ
uacT	BW25113_RS15015	3024726	3026174	urate:H<sup>+</sup> symporter
pdxA	BW25113_RS00270	52427	53416	4-hydroxythreonine-4-phosphate dehydrogenase
rsxB	BW25113_RS08520	1700605	1701183	SoxR [2Fe-2S] reducing system protein RsxB
yebW	BW25113_RS09625	1916378	1916569	DUF1482 domain-containing protein YebW
rhmD	BW25113_RS11740	2353688	2354893	L-rhamnonate dehydratase
dcuB	BW25113_RS21415	4337221	4338561	anaerobic C4-dicarboxylate transporter DcuB
rdcA	BW25113_RS21335	4316952	4319180	regulator of diguanylate cyclase RdcA
garL	BW25113_RS16210	3266146	3266916	&alpha;-dehydro-&beta;-deoxy-<i>D</i>-glucarate aldolase
yehC	BW25113_RS11005	2184405	2185079	putative fimbrial chaperone YehC
yafO	BW25113_RS01180	248788	249186	ribosome-dependent mRNA interferase toxin YafO
rbsK	BW25113_RS19500	3930654	3931583	ribokinase
tolB	BW25113_RS03840	773196	774488	Tol-Pal system periplasmic protein TolB
yjhI	BW25113_RS22335	4514832	4515620	KpLE2 phage-like element; putative DNA-binding transcriptional regulator YjhI
yaeQ	BW25113_RS00955	210778	211323	uncharacterized protein YaeQ
deoC	BW25113_RS22820	4607140	4607919	deoxyribose-phosphate aldolase
rhtB	BW25113_RS19855	4001799	4002419	L-homoserine/L-homoserine lactone/L-threonine exporter
narU	BW25113_RS07705	1536929	1538317	nitrate/nitrite transporter NarU
yefM	BW25113_RS10545	2082943	2083194	YefM antitoxin of the YoeB-YefM toxin-antitoxin pair and DNA binding transcriptional repressor
BW25113_RS15580	BW25113_RS15580	3140215	3141099	dienelactone hydrolase family protein
gadB	BW25113_RS07825	1564902	1566302	glutamate decarboxylase B
yciY	BW25113_RS25550	1303045	1303218	uncharacterized protein YciY
dtpC	BW25113_RS21460	4344771	4346228	dipeptide/tripeptide:H<sup>+</sup> symporter DtpC
yaaA	BW25113_RS00035	5683	6459	DNA binding and peroxide stress response protein YaaA
ychA	BW25113_RS06320	1262776	1263585	transglutaminase-like/TPR repeat-containing protein
treC	BW25113_RS22015	4452871	4454526	trehalose-6-phosphate hydrolase
ydiN	BW25113_RS08845	1766769	1768034	putative transporter YdiN
yobI	BW25113_RS25125	1940372	1940437	uncharacterized protein YobI
rsuA	BW25113_RS11395	2273267	2273962	16S rRNA pseudouridine<sup>516</sup> synthase
ynbB	BW25113_RS07390	1472483	1473379	putative CDP-diglyceride synthase
ycgV	BW25113_RS06255	1248541	1251408	autotransporter outer membrane beta-barrel domain-containing protein
rutA	BW25113_RS05265	1068319	1069410	pyrimidine monooxygenase RutA
tar	BW25113_RS09885	1965287	1966948	methyl-accepting chemotaxis protein Tar
add	BW25113_RS08490	1696490	1697491	adenosine deaminase
pyrG	BW25113_RS14460	2901388	2903025	CTP synthetase
secM	BW25113_RS00485	104192	104704	SecA translation regulator
appX	BW25113_RS05085	1035901	1035993	cytochrome <i>bd</i>-II accessory subunit AppX
fhuA	BW25113_RS00755	163971	166214	ferrichrome outer membrane transporter/phage receptor
pgpA	BW25113_RS02165	432045	432563	phosphatidylglycerophosphatase A
hiuH	BW25113_RS10290	2032437	2032850	hydroxyisourate hydrolase / transthyretin-related protein
recQ	BW25113_RS19845	3999224	4001053	ATP-dependent DNA helicase RecQ
recA	BW25113_RS14050	2816067	2817128	DNA recombination/repair protein RecA
hycI	BW25113_RS14140	2835932	2836402	hydrogenase 3 maturation protease
digH	BW25113_RS07815	1561761	1563080	divisome localized glycosyl hydrolase
qseG	BW25113_RS13320	2682152	2682865	outer membrane lipoprotein QseG
yjeN	BW25113_RS21605	4375210	4375524	uncharacterized protein YjeN
rsmF	BW25113_RS09615	1914480	1915919	16S rRNA m<sup>5</sup>C1407 methyltransferase
epmA	BW25113_RS21595	4372460	4373437	EF-P-lysine lysyltransferase
cspG	BW25113_RS05145	1046917	1047129	cold shock protein CspG
ccmF	BW25113_RS11460	2286440	2288383	holocytochrome <I>c</I> synthase CcmF component
ydbD	BW25113_RS07380	1469401	1471707	DUF2773 domain-containing protein YdbD
hybE	BW25113_RS15540	3133670	3134158	hydrogenase 2-specific chaperone
ccmB	BW25113_RS11480	2289841	2290503	cytochrome <i>c</i> maturation protein B
hcaF	BW25113_RS13240	2663749	2664267	putative 3-phenylpropionate/cinnamate dioxygenase subunit &beta;
groL	BW25113_RS21525	4360842	4362488	chaperonin GroEL
maoP	BW25113_RS19555	3941446	3941784	macrodomain Ori protein
yihD	BW25113_RS20015	4035429	4035698	DUF1040 domain-containing protein YihD
mscM	BW25113_RS21615	4375864	4379187	miniconductance mechanosensitive channel MscM
rrf	BW25113_RS16970	3416784	3416899	5S ribosomal RNA
dgoT	BW25113_RS19185	3863798	3865135	D-galactonate:H<sup>+</sup> symporter
yidJ	BW25113_RS19120	3850271	3851764	putative sulfatase/phosphatase YidJ
BW25113_RS21645	BW25113_RS21645	4382400	4382475	tRNA-Gly
ydjO	BW25113_RS09050	1806586	1807389	protein YdjO
bioH	BW25113_RS17680	3537433	3538203	pimeloyl-acyl carrier protein methyl ester esterase
yffP	BW25113_RS12760	2555883	2556476	CPZ-55 prophage; uncharacterized protein YffP
argK	BW25113_RS15165	3056346	3057341	methylmalonyl-CoA mutase-interacting GTPase YgfD
yjbD	BW25113_RS20870	4221287	4221559	DUF3811 domain-containing protein YjbD
thiK	BW25113_RS05755	1158716	1159540	thiamine kinase
rpmG	BW25113_RS18880	3804610	3804777	50S ribosomal protein L33
glrR	BW25113_RS13315	2680828	2682162	DNA-binding transcriptional activator GlrR
yiiE	BW25113_RS20180	4072651	4072869	putative DNA-binding transcriptional regulator YiiE
yajL	BW25113_RS02195	438507	439097	protein/nucleic acid deglycase 3
ymfQ	BW25113_RS05985	1202369	1202953	e14 prophage; DUF2313 domain-containing protein YmfQ
rpmE	BW25113_RS20420	4116941	4117153	50S ribosomal protein L31
rplW	BW25113_RS17200	3444741	3445043	50S ribosomal protein L23
yjtD	BW25113_RS22935	4630759	4631445	putative tRNA/rRNA methyltransferase YjtD
fimI	BW25113_RS22450	4533545	4534084	type 1 fimbrial protein
ynjC	BW25113_RS09180	1831469	1833004	putative ABC transporter membrane subunit YnjC
fimH	BW25113_RS22475	4538625	4539527	type 1 fimbriae D-mannose specific adhesin
tnaB	BW25113_RS19285	3883596	3884843	tryptophan:H+ symporter TnaB
yaaY	BW25113_RS00115	21181	21399	DUF2575 domain-containing protein YaaY
yjjA	BW25113_RS22700	4589512	4590006	DUF2501 domain-containing protein YjjA
yabR	BW25113_RS25405	81954	81998	protein YabR
pabB	BW25113_RS09480	1889062	1890423	aminodeoxychorismate synthase subunit 1
yjdN	BW25113_RS21325	4315115	4315558	PF06983 family protein YjdN
yijD	BW25113_RS20570	4151699	4152058	DUF1422 domain-containing inner membrane protein YijD
ydjG	BW25113_RS09270	1849248	1850228	NADH-dependent methylglyoxal reductase
yfdS	BW25113_RS12320	2468990	2469352	CPS-53 (KpLE1) prophage; protein YfdS
efeO	BW25113_RS05300	1077699	1078826	ferrous iron transport system protein EfeO
ygeX	BW25113_RS14930	3000869	3002065	2,3-diaminopropionate ammonia-lyase
sodB	BW25113_RS08665	1729635	1730216	superoxide dismutase (Fe)
ddpA	BW25113_RS07795	1555188	1556738	putative D,D-dipeptide ABC transporter periplasmic binding protein
thiG	BW25113_RS20705	4181793	4182563	1-deoxy-D-xylulose 5-phosphate:thiol sulfurtransferase
ychJ	BW25113_RS06430	1284130	1284588	NTF2-like domain-containing protein YchJ
idlP	BW25113_RS25840	4546730	4546813	<i>iraD</i> leader peptide
plsX	BW25113_RS05675	1143077	1144147	putative phosphate acyltransferase
rsxD	BW25113_RS08530	1703399	1704457	SoxR [2Fe-2S] reducing system protein RsxD
gspA	BW25113_RS17225	3447288	3448757	type II secretion system protein GspA
bcsQ	BW25113_RS18320	3688593	3689345	cellulose biosynthesis protein BcsQ
BW25113_RS08720	BW25113_RS08720	1740773	1740849	tRNA-Val
trmO	BW25113_RS00980	215374	216081	tRNA m<sup>6</sup>t<sup>6</sup>A37 methyltransferase
yjbB	BW25113_RS20855	4217659	4219290	putative inorganic phosphate export protein YjbB
adeQ	BW25113_RS19035	3835815	3837149	adenine transporter
phnC	BW25113_RS21320	4314194	4314982	phosphonate/phosphate ABC transporter ATP binding subunit
yhcG	BW25113_RS16695	3361186	3362313	DUF1016 domain-containing protein YhcG
ygiW	BW25113_RS15695	3162643	3163035	BOF family protein YgiW
pptA	BW25113_RS07665	1527309	1527542	tautomerase PptA
rpmC	BW25113_RS17170	3441927	3442118	50S ribosomal protein L29
ndk	BW25113_RS13135	2637792	2638223	nucleoside diphosphate kinase
yehL	BW25113_RS11055	2198075	2199163	putative AAA+ MoxR family ATPase YehL
yhgN	BW25113_RS17785	3568431	3569024	MarC family putative inner membrane protein YhgN
yahB	BW25113_RS01630	329212	330144	putative LysR-type DNA-binding transcriptional regulator YahB
BW25113_RS02780	BW25113_RS02780	562298	563460	IS3-like element IS3 family transposase
yghG	BW25113_RS15430	3106426	3106836	outer membrane pilotin
glxR	BW25113_RS02620	532042	532920	tartronate semialdehyde reductase 2
ybfE	BW25113_RS03540	707061	707354	ribbon-helix-helix domain-containing protein YbfE
ariR	BW25113_RS06055	1211825	1212091	putative two-component system connector protein AriR
wcaD	BW25113_RS10735	2123142	2124359	colanic acid polymerase
glcD	BW25113_RS15475	3119881	3121380	glycolate dehydrogenase, predicted FAD-linked subunit
torA	BW25113_RS05185	1054712	1057258	trimethylamine <i>N</i>-oxide reductase 1
ykgV	BW25113_RS01430	290629	290853	CP4-6 prophage; protein YkgV
dosP	BW25113_RS07805	1557591	1559990	oxygen-sensing c-di-GMP phosphodiesterase DosP
fruB	BW25113_RS11320	2255844	2256974	fructose-specific PTS multiphosphoryl transfer protein FruB
dppB	BW25113_RS18375	3698131	3699150	dipeptide ABC transporter membrane subunit DppB
yddB	BW25113_RS07840	1569504	1571876	putative TonB-dependent receptor YddB
BW25113_RS05355	BW25113_RS05355	1090961	1091302	ACP S-malonyltransferase
mdlA	BW25113_RS02320	464327	466099	ABC transporter family protein MdlA
nnr	BW25113_RS21655	4383883	4385430	NAD(P)HX epimerase / NAD(P)HX dehydratase
mltF	BW25113_RS13335	2689160	2690716	membrane-bound lytic murein transglycosylase F
adk	BW25113_RS02450	492631	493275	adenylate kinase
nuoL	BW25113_RS11900	2386684	2388525	NADH:quinone oxidoreductase subunit L
lepA	BW25113_RS13405	2698684	2700483	30S ribosomal subunit biogenesis factor LepA
pphB	BW25113_RS14230	2853119	2853775	phosphoprotein phosphatase 2
glgS	BW25113_RS15825	3185098	3185298	surface composition regulator
yehY	BW25113_RS11115	2210879	2212036	glycine betaine ABC transporter membrane subunit YehY
rpoN	BW25113_RS16595	3338076	3339509	RNA polymerase sigma factor RpoN
rsxC	BW25113_RS08525	1701176	1703398	SoxR [2Fe-2S] reducing system protein RsxC
BW25113_RS20645	BW25113_RS20645	4165682	4165757	tRNA-Thr
yeiW	BW25113_RS11330	2258520	2258774	putative metal-chelating domain-containing protein YeiW
zinT	BW25113_RS10305	2034856	2035506	metal-binding protein ZinT
yfjJ	BW25113_RS13700	2753906	2754532	CP4-57 prophage; protein YfjJ
trxC	BW25113_RS13485	2712094	2712513	reduced thioredoxin 2
hypC	BW25113_RS14200	2845223	2845495	hydrogenase maturation factor HypC
gltP	BW25113_RS21170	4284409	4285722	glutamate/aspartate : H<sup>+</sup> symporter GltP
rsmG	BW25113_RS19440	3916417	3917040	16S rRNA m<sup>7</sup>G527 methyltransferase
proP	BW25113_RS21345	4320319	4321821	osmolyte:H<sup>+</sup> symporter ProP
ycjP	BW25113_RS06875	1368347	1369189	putative ABC transporter membrane subunit YcjP
ugpQ	BW25113_RS17850	3580730	3581473	glycerophosphodiester phosphodiesterase UgpQ
yciQ	BW25113_RS06605	1319003	1320898	DUF2207 domain-containing protein YciQ
ldhA	BW25113_RS07245	1436111	1437100	D-lactate dehydrogenase
waaG	BW25113_RS18855	3799303	3800427	lipopolysaccharide glucosyltransferase I
appA	BW25113_RS05090	1036073	1037371	periplasmic phosphoanhydride phosphatase/multiple inositol-polyphosphate phosphatase
ycbU	BW25113_RS04885	998345	998887	putative fimbrial protein YcbU
argH	BW25113_RS20550	4146778	4148151	argininosuccinate lyase
yafV	BW25113_RS01110	235906	236676	2-oxoglutaramate amidase
yjgR	BW25113_RS22130	4478378	4479880	DUF853 domain-containing protein YjgR
pyrI	BW25113_RS22040	4460803	4461264	aspartate carbamoyltransferase, PyrI subunit
sucD	BW25113_RS03775	759636	760505	succinyl-CoA synthetase subunit &alpha;
aspS	BW25113_RS09785	1943007	1944779	aspartate&mdash;tRNA ligase
yohC	BW25113_RS11140	2218523	2219110	putative inner membrane protein
norR	BW25113_RS14100	2824134	2825648	DNA-binding transcriptional dual regulator NorR
ligB	BW25113_RS18935	3812848	3814530	DNA ligase B
mqsR	BW25113_RS15685	3161607	3161903	mRNA interferase toxin MqsR
mreC	BW25113_RS16840	3392234	3393337	cell shape determining protein MreC
yedR	BW25113_RS10255	2026600	2026965	cell division protein DrpB
yddE	BW25113_RS07680	1529222	1530115	PF02567 family protein YddE
gloC	BW25113_RS04805	979106	979753	hydroxyacylglutathione hydrolase GloC
mntS	BW25113_RS04240	848325	848453	small protein MntS
ybhP	BW25113_RS04105	819192	819953	endonuclease/exonuclease/phosphatase domain-containing protein YbhP
tktB	BW25113_RS12850	2572995	2574998	transketolase 2
sufD	BW25113_RS08795	1754777	1756048	Fe-S cluster scaffold complex subunit SufD
trhO	BW25113_RS05500	1112263	1113315	tRNA U34 hydroxylase TrhO
iscU	BW25113_RS13190	2653262	2653648	scaffold protein for iron-sulfur cluster assembly
argF	BW25113_RS01400	285012	286016	CP4-6 prophage; ornithine carbamoyltransferase ArgF
modF	BW25113_RS03945	787772	789244	ABC family protein ModF
cysZ	BW25113_RS12590	2524822	2525583	sulfate:H+ symporter
yheU	BW25113_RS17385	3477577	3477795	PF06794 family protein YheU
rlpA	BW25113_RS03290	659558	660646	endolytic peptidoglycan transglycosylase RlpA
htpX	BW25113_RS09585	1905952	1906833	protease HtpX
purU	BW25113_RS06425	1283238	1284080	formyltetrahydrofolate deformylase
eutG	BW25113_RS12790	2561683	2562870	putative alcohol dehydrogenase EutG
rlmC	BW25113_RS04460	893974	895101	23S rRNA m<sup>5</sup>U747 methyltransferase
yjfZ	BW25113_RS21845	4416445	4417239	DUF2686 domain-containing protein YjfZ
ybaQ	BW25113_RS02495	503674	504015	DNA-binding transcriptional regulator YbaQ
torC	BW25113_RS05180	1053540	1054712	cytochrome <i>c</i> menaquinol dehydrogenase TorC
yccX	BW25113_RS05025	1025520	1025798	acylphosphatase
kdgT	BW25113_RS20290	4091618	4092601	2-dehydro-3-deoxy-D-gluconate:H<sup>+</sup> symporter
pspC	BW25113_RS06845	1363282	1363641	phage shock protein C
BW25113_RS01025	BW25113_RS01025	222246	225149	23S ribosomal RNA
