"","gene","entry","gene_start","gene_end","gene_length","Binomial","ConNIS","ExpVsGamma","Geometric","InsDens","Tn5Gaps"
"861","unnamed_gene_340","STM14_1002",927666,928520,854,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"862","unnamed_gene_344","STM14_1006",931103,931243,140,"non-essential","non-essential","essential","non-essential","non-essential","non-essential"
"863","unnamed_gene_348","STM14_1010",934780,934917,137,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"864","yliJ","STM14_1012",935679,936305,626,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"865","dacC","STM14_1013",936549,937751,1202,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"866","deoR","STM14_1014",937796,938554,758,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"867","ybjG","STM14_1015",938626,939234,608,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"868","mdfA","STM14_1016",939547,940779,1232,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"869","unnamed_gene_349","STM14_1017",940833,941648,815,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"870","unnamed_gene_350","STM14_1018",941645,942856,1211,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"871","unnamed_gene_351","STM14_1019",942902,943027,125,"non-essential","non-essential","essential","non-essential","non-essential","non-essential"
"872","unnamed_gene_352","STM14_1020",943024,943644,620,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"873","unnamed_gene_353","STM14_1021",943761,945446,1685,"non-essential","non-essential","non-essential","essential","essential","non-essential"
"874","ybjM","STM14_1022",945717,946094,377,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"875","grxA","STM14_1023",946126,946389,263,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"876","ybjC","STM14_1024",946559,946849,290,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"877","mdaA","STM14_1025",946833,947555,722,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"878","rimK","STM14_1026",947613,948515,902,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"879","ybjN","STM14_1027",948612,949088,476,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"880","potF","STM14_1028",949437,950549,1112,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"881","potG","STM14_1029",950637,951770,1133,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"882","potH","STM14_1030",951780,952733,953,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"883","potI","STM14_1031",952730,953575,845,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"884","ybjO","STM14_1032",953649,954122,473,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"885","rumB","STM14_1033",954165,955295,1130,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"886","unnamed_gene_356","STM14_1037",957281,958768,1487,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"887","unnamed_gene_357","STM14_1038",958765,958965,200,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"888","artJ","STM14_1039",958987,959718,731,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"889","artM","STM14_1040",959955,960623,668,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"890","artQ","STM14_1041",960623,961339,716,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"891","artI","STM14_1042",961346,962077,731,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"892","artP","STM14_1043",962095,962823,728,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"893","ybjP","STM14_1044",963053,963568,515,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"894","orfB","STM14_1045",963696,964019,323,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"895","ybjR","STM14_1046",964016,964846,830,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"896","unnamed_gene_358","STM14_1047",964843,965856,1013,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"897","ybjT","STM14_1048",965952,967385,1433,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"898","ltaA","STM14_1049",967396,968397,1001,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"899","poxB","STM14_1050",968436,970154,1718,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"900","hcr","STM14_1051",970312,971283,971,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"901","hcp","STM14_1052",971292,972944,1652,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"902","unnamed_gene_359","STM14_1053",972908,973111,203,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"903","ybjE","STM14_1054",973088,973987,899,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"904","unnamed_gene_360","STM14_1055",973986,974153,167,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"905","ybjD","STM14_1056",974189,975847,1658,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"906","ybjX","STM14_1057",975844,976812,968,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"907","ybjY","STM14_1058",976940,978058,1118,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"908","ybjZ","STM14_1059",978055,980001,1946,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"909","unnamed_gene_361","STM14_1060",980013,980138,125,"non-essential","non-essential","essential","non-essential","non-essential","non-essential"
"910","unnamed_gene_362","STM14_1061",980033,980176,143,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"911","cspD","STM14_1062",980131,980352,221,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"912","clpS","STM14_1063",980676,980996,320,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"913","clpA","STM14_1064",981027,983303,2276,"non-essential","non-essential","non-essential","essential","essential","non-essential"
"914","unnamed_gene_364","STM14_1067",984062,984343,281,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"915","unnamed_gene_365","STM14_1068",984416,985099,683,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"916","unnamed_gene_366","STM14_1069",985102,985260,158,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"917","unnamed_gene_367","STM14_1070",985270,985671,401,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"918","serW","STM14_1071",985772,985859,87,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"919","unnamed_gene_368","STM14_1072",986008,986685,677,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"920","unnamed_gene_369","STM14_1073",986705,987565,860,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"921","unnamed_gene_370","STM14_1074",987674,988585,911,"essential","non-essential","non-essential","essential","essential","non-essential"
"922","infA","STM14_1075",988676,988894,218,"non-essential","non-essential","essential","non-essential","non-essential","non-essential"
"923","unnamed_gene_371","STM14_1076",988822,989205,383,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"924","aat","STM14_1077",989206,989910,704,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"925","cydC","STM14_1078",989955,991676,1721,"essential","essential","non-essential","essential","non-essential","essential"
